Location,Date,Longitude (x),Latitude (y),Station Name,Climate ID,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
Kelley,2018-01-01,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,1,,-9.3,,-18.1,,-13.7,,31.7,,0,,,M,,M,0,,15,,,,<31,
Kelley,2018-01-02,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,2,,-10.6,,-18.8,,-14.7,,32.7,,0,,,M,,M,0,,15,,29,,32,
Kelley,2018-01-03,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,3,,-1.4,,-17.7,,-9.6,,27.6,,0,,,M,,M,0,,15,,,,<31,
Kelley,2018-01-04,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,4,,7.4,,-3.4,,2,,16,,0,,,M,,M,24.7,,15,,6,,37,
Kelley,2018-01-05,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,5,,6.7,,-18.1,,-5.7,,23.7,,0,,,M,,M,1.4,,16,,23,,54,
Kelley,2018-01-06,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,6,,-17.2,,-19.9,,-18.6,,36.6,,0,,,M,,M,0,,15,,23,,32,
Kelley,2018-01-07,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,7,,-10.9,,-21.4,,-16.2,,34.2,,0,,,M,,M,0.2,,15,,,,<31,
Kelley,2018-01-08,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,8,,-3.3,,-11,,-7.2,,25.2,,0,,,M,,M,13.1,,19,,,,<31,
Kelley,2018-01-09,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,9,,1.8,,-8.5,,-3.4,,21.4,,0,,,M,,M,0.5,,25,,27,,33,
Kelley,2018-01-10,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,10,,-1.4,,-11.7,,-6.6,,24.6,,0,,,M,,M,0,,25,,,,<31,
Kelley,2018-01-11,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,11,,7.4,,-5.4,,1,,17,,0,,,M,,M,1.5,,23,,22,,35,
Kelley,2018-01-12,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,12,,13.3,,7.2,,10.3,,7.7,,0,,,M,,M,22.6,,9,,25,,48,
Kelley,2018-01-13,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,13,,14.1,,-3.5,,5.3,,12.7,,0,,,M,,M,29.4,,2,,19,,50,
Kelley,2018-01-14,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,14,,-3.5,,-13.4,,-8.5,,26.5,,0,,,M,,M,0.2,,2,,,,<31,
Kelley,2018-01-15,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2018,1,15,,-6.1,,-13.6,,-9.9,,27.9,,0,,,M,,M,0.3,,2,,,,<31,
