Location,Date,Longitude (x),Latitude (y),Station Name,Climate ID,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
Margaree,2009-01-01,-60.05,46.17,SYDNEY A,8205700,2009,1,1,,2.6,,-3.9,,-0.7,,18.7,,0,,1.4,,25.4,,26.8,,7,,7,E,70,E
Margaree,2009-01-02,-60.05,46.17,SYDNEY A,8205700,2009,1,2,,-3.9,,-11.4,,-7.7,,25.7,,0,,0,,0.4,,0.4,,25,,28,E,59,E
Margaree,2009-01-03,-60.05,46.17,SYDNEY A,8205700,2009,1,3,,-3.9,,-11.7,,-7.8,,25.8,,0,,0,,0.4,,0.4,,25,,,,<31,
Margaree,2009-01-04,-60.05,46.17,SYDNEY A,8205700,2009,1,4,,-0.7,,-9.4,,-5.1,,23.1,,0,,0,,0.8,,0.8,,25,,32,E,46,E
Margaree,2009-01-05,-60.05,46.17,SYDNEY A,8205700,2009,1,5,,1.6,,-2.6,,-0.5,,18.5,,0,,0,,0,T,0,T,23,,24,E,46,E
Margaree,2009-01-06,-60.05,46.17,SYDNEY A,8205700,2009,1,6,,-2.5,,-8,,-5.3,,23.3,,0,,0,,0,T,0,T,23,,26,E,59,E
Margaree,2009-01-07,-60.05,46.17,SYDNEY A,8205700,2009,1,7,,-1.5,,-10.7,,-6.1,,24.1,,0,,7.6,,5.6,,13.2,,22,,23,E,37,E
Margaree,2009-01-08,-60.05,46.17,SYDNEY A,8205700,2009,1,8,,7.1,,-1.6,,2.8,,15.2,,0,,6,,0,T,6,,27,,21,E,70,E
Margaree,2009-01-09,-60.05,46.17,SYDNEY A,8205700,2009,1,9,,-1,,-7.1,,-4.1,,22.1,,0,,0,,0,T,0,T,21,,,,<31,
Margaree,2009-01-10,-60.05,46.17,SYDNEY A,8205700,2009,1,10,,-2.4,,-9.5,,-6,,24,,0,,0,,0.4,,0.4,,21,,31,E,44,E
