Location,Date,Longitude (x),Latitude (y),Station Name,Climate ID,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
Margaree,2006-01-01,-60.05,46.17,SYDNEY A,8205700,2006,1,1,,0.8,,-3.6,,-1.4,,19.4,,0,,0,T,10.2,,10.2,,0,T,,,,
Margaree,2006-01-02,-60.05,46.17,SYDNEY A,8205700,2006,1,2,,-0.7,,-4.3,,-2.5,,20.5,,0,,0,,4,,4,,8,,,,,
Margaree,2006-01-03,-60.05,46.17,SYDNEY A,8205700,2006,1,3,,-3,,-8.1,,-5.6,,23.6,,0,,0,,0,T,0,T,10,,,,,
Margaree,2006-01-04,-60.05,46.17,SYDNEY A,8205700,2006,1,4,,0.5,,-10.5,,-5,,23,,0,,0,,0,,0,,10,,,,,
Margaree,2006-01-05,-60.05,46.17,SYDNEY A,8205700,2006,1,5,,1.6,,-7,,-2.7,,20.7,,0,,0.2,,0,,0.2,,9,,,,,
Margaree,2006-01-06,-60.05,46.17,SYDNEY A,8205700,2006,1,6,,8.4,,-3.7,,2.4,,15.6,,0,,14.8,,0,T,14.8,,5,,,,,
Margaree,2006-01-07,-60.05,46.17,SYDNEY A,8205700,2006,1,7,,9.6,,-1.5,,4.1,,13.9,,0,,0.8,,0,T,0.8,,0,,,,,
Margaree,2006-01-08,-60.05,46.17,SYDNEY A,8205700,2006,1,8,,-0.1,,-5.7,,-2.9,,20.9,,0,,0,,0,T,0,T,0,,,,,
Margaree,2006-01-09,-60.05,46.17,SYDNEY A,8205700,2006,1,9,,1.9,,-5.8,,-2,,20,,0,,1.2,,5.2,,6.4,,0,,,,,
Margaree,2006-01-10,-60.05,46.17,SYDNEY A,8205700,2006,1,10,,2.1,,-4.5,,-1.2,,19.2,,0,,0.4,,0,T,0.4,,0,,,,,
Margaree,2006-01-11,-60.05,46.17,SYDNEY A,8205700,2006,1,11,,3.5,,-1.9,,0.8,,17.2,,0,,0.2,,0,T,0.2,,0,,,,,
Margaree,2006-01-12,-60.05,46.17,SYDNEY A,8205700,2006,1,12,,9.8,,2.2,,6,,12,,0,,15.6,,0,,15.6,,0,,,,,
Margaree,2006-01-13,-60.05,46.17,SYDNEY A,8205700,2006,1,13,,7.4,,-0.3,,3.6,,14.4,,0,,0,,0,,0,,0,,,,,
Margaree,2006-01-14,-60.05,46.17,SYDNEY A,8205700,2006,1,14,,11.4,,4,,7.7,,10.3,,0,,0,,0,,0,,0,,,,,
Margaree,2006-01-15,-60.05,46.17,SYDNEY A,8205700,2006,1,15,,15,,8,,11.5,,6.5,,0,,7.6,,0,,7.6,,0,,,,,
Margaree,2006-01-16,-60.05,46.17,SYDNEY A,8205700,2006,1,16,,9.8,,-2.4,,3.7,,14.3,,0,,3.2,,4.2,,7.4,,0,,,,,
Margaree,2006-01-17,-60.05,46.17,SYDNEY A,8205700,2006,1,17,,-0.3,,-3.9,,-2.1,,20.1,,0,,0,,0.8,,0.8,,3,,,,,
Margaree,2006-01-18,-60.05,46.17,SYDNEY A,8205700,2006,1,18,,7.8,,-7.7,,0.1,,17.9,,0,,0,,0,,0,,2,,,,,
Margaree,2006-01-19,-60.05,46.17,SYDNEY A,8205700,2006,1,19,,8.8,,-1.4,,3.7,,14.3,,0,,10.4,,0,T,10.4,,0,,,,,
Margaree,2006-01-20,-60.05,46.17,SYDNEY A,8205700,2006,1,20,,2.6,,-3.7,,-0.6,,18.6,,0,,0.6,,0.8,,1.4,,0,,,,,
Margaree,2006-01-21,-60.05,46.17,SYDNEY A,8205700,2006,1,21,,8.3,,1,,4.7,,13.3,,0,,0.2,,0,,0.2,,0,,,,,
Margaree,2006-01-22,-60.05,46.17,SYDNEY A,8205700,2006,1,22,,5.2,,-7.5,,-1.2,,19.2,,0,,0,T,1.4,,1.4,,0,,,,,
Margaree,2006-01-23,-60.05,46.17,SYDNEY A,8205700,2006,1,23,,-3.4,,-7.4,,-5.4,,23.4,,0,,0,,2.4,,2.4,,2,,,,,
Margaree,2006-01-24,-60.05,46.17,SYDNEY A,8205700,2006,1,24,,0,,-3.6,,-1.8,,19.8,,0,,0,,11.8,,11.8,,6,,,,,
Margaree,2006-01-25,-60.05,46.17,SYDNEY A,8205700,2006,1,25,,1.9,,-0.3,,0.8,,17.2,,0,,0.8,,5.8,,6.6,,10,,,,,
Margaree,2006-01-26,-60.05,46.17,SYDNEY A,8205700,2006,1,26,,0.2,,-5.2,,-2.5,,20.5,,0,,0,,16,,16,,13,,,,,
Margaree,2006-01-27,-60.05,46.17,SYDNEY A,8205700,2006,1,27,,-3.6,,-6.1,,-4.9,,22.9,,0,,0,,0.4,,0.4,,17,,,,,
Margaree,2006-01-28,-60.05,46.17,SYDNEY A,8205700,2006,1,28,,2,,-4.5,,-1.3,,19.3,,0,,0,,0,,0,,17,,,,,
Margaree,2006-01-29,-60.05,46.17,SYDNEY A,8205700,2006,1,29,,2.1,,-8.9,,-3.4,,21.4,,0,,0,,0.2,,0.2,,15,,,,,
Margaree,2006-01-30,-60.05,46.17,SYDNEY A,8205700,2006,1,30,,-2.9,,-10.9,,-6.9,,24.9,,0,,0,,0,T,0,T,15,,,,,
Margaree,2006-01-31,-60.05,46.17,SYDNEY A,8205700,2006,1,31,,0,,-4.9,,-2.5,,20.5,,0,,0,,7.2,,7.2,,15,,,,,
Margaree,2006-02-01,-60.05,46.17,SYDNEY A,8205700,2006,2,1,,-1.2,,-2.5,,-1.9,,19.9,,0,,0,,34.6,,34.6,,30,,,,,
Margaree,2006-02-02,-60.05,46.17,SYDNEY A,8205700,2006,2,2,,-1.1,,-3.3,,-2.2,,20.2,,0,,0,,2.4,,2.4,,47,,,,,
Margaree,2006-02-03,-60.05,46.17,SYDNEY A,8205700,2006,2,3,,1.1,,-4.3,,-1.6,,19.6,,0,,0.4,,0,,0.4,,45,,,,,
Margaree,2006-02-04,-60.05,46.17,SYDNEY A,8205700,2006,2,4,,9.1,,-2.1,,3.5,,14.5,,0,,0.8,,0,,0.8,,42,,,,,
Margaree,2006-02-05,-60.05,46.17,SYDNEY A,8205700,2006,2,5,,9.7,,-1.2,,4.3,,13.7,,0,,28.2,,0,,28.2,,30,,,,,
Margaree,2006-02-06,-60.05,46.17,SYDNEY A,8205700,2006,2,6,,6.9,,-0.3,,3.3,,14.7,,0,,0,T,0,,0,T,18,,,,,
Margaree,2006-02-07,-60.05,46.17,SYDNEY A,8205700,2006,2,7,,2.9,,-5.6,,-1.4,,19.4,,0,,0,,0,,0,,13,,,,,
Margaree,2006-02-08,-60.05,46.17,SYDNEY A,8205700,2006,2,8,,-1.8,,-8.8,,-5.3,,23.3,,0,,0,,0,T,0,T,10,,,,,
Margaree,2006-02-09,-60.05,46.17,SYDNEY A,8205700,2006,2,9,,-2,,-10,,-6,,24,,0,,0,,0,T,0,T,10,,,,,
Margaree,2006-02-10,-60.05,46.17,SYDNEY A,8205700,2006,2,10,,-3,,-12.2,,-7.6,,25.6,,0,,0,,0,T,0,T,10,,,,,
Margaree,2006-02-11,-60.05,46.17,SYDNEY A,8205700,2006,2,11,,-3.3,,-12.2,,-7.8,,25.8,,0,,0,,4,,4,,12,,,,,
Margaree,2006-02-12,-60.05,46.17,SYDNEY A,8205700,2006,2,12,,1.1,,-17.9,,-8.4,,26.4,,0,,0.4,,11,,11.4,,12,,,,,
Margaree,2006-02-13,-60.05,46.17,SYDNEY A,8205700,2006,2,13,,2.6,,-9.4,,-3.4,,21.4,,0,,3,,0.8,,3.8,,22,,,,,
Margaree,2006-02-14,-60.05,46.17,SYDNEY A,8205700,2006,2,14,,0.5,,-11.3,,-5.4,,23.4,,0,,0,,0.6,,0.6,,21,,,,,
Margaree,2006-02-15,-60.05,46.17,SYDNEY A,8205700,2006,2,15,,3.3,,-8.3,,-2.5,,20.5,,0,,0,,0,,0,,20,,,,,
Margaree,2006-02-16,-60.05,46.17,SYDNEY A,8205700,2006,2,16,,6.3,,-4.8,,0.8,,17.2,,0,,0,,0,,0,,15,,,,,
Margaree,2006-02-17,-60.05,46.17,SYDNEY A,8205700,2006,2,17,,8.9,,-5.3,,1.8,,16.2,,0,,2.4,,0,,2.4,,13,,,,,
Margaree,2006-02-18,-60.05,46.17,SYDNEY A,8205700,2006,2,18,,2.3,,-13.7,,-5.7,,23.7,,0,,0,T,0,T,0,T,3,,,,,
Margaree,2006-02-19,-60.05,46.17,SYDNEY A,8205700,2006,2,19,,-11.2,,-15.4,,-13.3,,31.3,,0,,0,,0,T,0,T,3,,,,,
Margaree,2006-02-20,-60.05,46.17,SYDNEY A,8205700,2006,2,20,,-6.4,,-14.7,,-10.6,,28.6,,0,,0,,0,T,0,T,3,,,,,
Margaree,2006-02-21,-60.05,46.17,SYDNEY A,8205700,2006,2,21,,-1.6,,-11.1,,-6.4,,24.4,,0,,0,,0,,0,,3,,,,,
Margaree,2006-02-22,-60.05,46.17,SYDNEY A,8205700,2006,2,22,,-0.9,,-10.2,,-5.6,,23.6,,0,,0,,0,,0,,2,,,,,
Margaree,2006-02-23,-60.05,46.17,SYDNEY A,8205700,2006,2,23,,-1.4,,-11.4,,-6.4,,24.4,,0,,0,,6,,5,,2,,,,,
Margaree,2006-02-24,-60.05,46.17,SYDNEY A,8205700,2006,2,24,,-0.1,,-10.7,,-5.4,,23.4,,0,,0,,0,T,0,T,6,,,,,
Margaree,2006-02-25,-60.05,46.17,SYDNEY A,8205700,2006,2,25,,-1.8,,-8.1,,-5,,23,,0,,0,,0,,0,,6,,,,,
Margaree,2006-02-26,-60.05,46.17,SYDNEY A,8205700,2006,2,26,,-6.4,,-15.6,,-11,,29,,0,,0,,0,,0,,5,,,,,
Margaree,2006-02-27,-60.05,46.17,SYDNEY A,8205700,2006,2,27,,-11.1,,-17,,-14.1,,32.1,,0,,0,,0,T,0,T,5,,,,,
Margaree,2006-02-28,-60.05,46.17,SYDNEY A,8205700,2006,2,28,,-6.4,,-16,,-11.2,,29.2,,0,,0,,0,T,0,T,5,,,,,
Margaree,2006-03-01,-60.05,46.17,SYDNEY A,8205700,2006,3,1,,-4.6,,-16.1,,-10.4,,28.4,,0,,0,,3,,3,,5,,,,<31,
Margaree,2006-03-02,-60.05,46.17,SYDNEY A,8205700,2006,3,2,,-9.8,,-17.9,,-13.9,,31.9,,0,,0,,0,,0,,5,,28,,44,
Margaree,2006-03-03,-60.05,46.17,SYDNEY A,8205700,2006,3,3,,-2.9,,-14.8,,-8.9,,26.9,,0,,0,,0,T,0,T,5,,,,<31,
Margaree,2006-03-04,-60.05,46.17,SYDNEY A,8205700,2006,3,4,,-3,,-11.9,,-7.5,,25.5,,0,,0,,0,T,0,T,5,,,,<31,
Margaree,2006-03-05,-60.05,46.17,SYDNEY A,8205700,2006,3,5,,2.6,,-6.9,,-2.2,,20.2,,0,,0,,0,T,0,T,4,,23,,46,
