Location,Date,Longitude (x),Latitude (y),Station Name,Climate ID,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
Kelley,2017-01-01,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,1,,4.3,,-4.6,,-0.2,,18.2,,0,,,M,,M,5.6,,14,,34,,35,
Kelley,2017-01-02,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,2,,1.7,,-7.8,,-3.1,,21.1,,0,,,M,,M,0,,14,,,,<31,
Kelley,2017-01-03,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,3,,-1.2,,-10.9,,-6.1,,24.1,,0,,,M,,M,0.6,,14,,,,<31,
Kelley,2017-01-04,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,4,,7.1,,-2.6,,2.3,,15.7,,0,,,M,,M,21.3,,14,,18,,39,
Kelley,2017-01-05,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,5,,3.4,,-5.4,,-1,,19,,0,,,M,,M,1.2,,12,,21,,37,
Kelley,2017-01-06,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,6,,-3.1,,-9.9,,-6.5,,24.5,,0,,,M,,M,0.9,,10,,,,<31,
Kelley,2017-01-07,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,7,,-7.9,,-14.1,,-11,,29,,0,,,M,,M,15,,13,,,,<31,
Kelley,2017-01-08,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,8,,-8.6,,-18.1,,-13.4,,31.4,,0,,,M,,M,4.2,,37,,36,,41,
Kelley,2017-01-09,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,9,,-13.4,,-20.8,,-17.1,,35.1,,0,,,M,,M,0.2,,30,,,,<31,
Kelley,2017-01-10,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,10,,1.1,,-19.3,,-9.1,,27.1,,0,,,M,,M,1,,28,,19,,32,
Kelley,2017-01-11,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,11,,6.7,,0.9,,3.8,,14.2,,0,,,M,,M,5,,26,,18,,48,
Kelley,2017-01-12,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,12,,8.9,,1,,5,,13,,0,,,M,,M,13.5,,15,,15,,37,
Kelley,2017-01-13,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,13,,7.9,,-12.4,,-2.3,,20.3,,0,,,M,,M,0,,,,30,,35,
Kelley,2017-01-14,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,14,,-9.2,,-15.4,,-12.3,,30.3,,0,,,M,,M,0,,5,,,,<31,
Kelley,2017-01-15,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,15,,-5.8,,-16,,-10.9,,28.9,,0,,,M,,M,0,,5,,31,,32,
Kelley,2017-01-16,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,16,,1.7,,-17.1,,-7.7,,25.7,,0,,,M,,M,0,,5,,28,,37,
Kelley,2017-01-17,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,17,,-0.2,,-12.1,,-6.2,,24.2,,0,,,M,,M,0,,5,,,,<31,
Kelley,2017-01-18,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,18,,-3.1,,-13.2,,-8.2,,26.2,,0,,,M,,M,0,,5,,,,<31,
Kelley,2017-01-19,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,19,,-0.1,,-8.2,,-4.2,,22.2,,0,,,M,,M,5.7,,5,,,,<31,
Kelley,2017-01-20,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,20,,-0.9,,-3.6,,-2.3,,20.3,,0,,,M,,M,0.2,,10,,,,<31,
Kelley,2017-01-21,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,21,,0,,-3.7,,-1.9,,19.9,,0,,,M,,M,0.7,,10,,,,<31,
Kelley,2017-01-22,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,22,,0.3,,-3.5,,-1.6,,19.6,,0,,,M,,M,0,,11,,,,<31,
Kelley,2017-01-23,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,23,,1,,-6.6,,-2.8,,20.8,,0,,,M,,M,0,,10,,,,<31,
Kelley,2017-01-24,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,24,,0.5,,-6.5,,-3,,21,,0,,,M,,M,31.1,,9,,,,<31,
Kelley,2017-01-25,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,25,,3,,0.5,,1.8,,16.2,,0,,,M,,M,35.6,,9,,,,<31,
Kelley,2017-01-26,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,26,,3.5,,-0.4,,1.6,,16.4,,0,,,M,,M,4.7,,7,,,,<31,
Kelley,2017-01-27,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,27,,1.5,,-1.9,,-0.2,,18.2,,0,,,M,,M,0,,7,,22,,37,
Kelley,2017-01-28,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,28,,0,,-4.4,,-2.2,,20.2,,0,,,M,,M,0.2,,7,,31,,33,
Kelley,2017-01-29,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,29,,3.6,,-4.5,,-0.5,,18.5,,0,,,M,,M,0,,7,,,,<31,
Kelley,2017-01-30,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,30,,1.6,,-6.4,,-2.4,,20.4,,0,,,M,,M,0,,7,,,,<31,
Kelley,2017-01-31,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,1,31,,-2.2,,-10.8,,-6.5,,24.5,,0,,,M,,M,0,,7,,,,<31,
Kelley,2017-02-01,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,1,,-2.4,,-11.8,,-7.1,,25.1,,0,,,M,,M,1.3,,8,,,,<31,
Kelley,2017-02-02,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,2,,-0.6,,-9.4,,-5,,23,,0,,,M,,M,0.4,,10,,,,<31,
Kelley,2017-02-03,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,3,,-5.9,,-14.9,,-10.4,,28.4,,0,,,M,,M,0,,9,,,,<31,
Kelley,2017-02-04,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,4,,-7.8,,-17.3,,-12.6,,30.6,,0,,,M,,M,0,,9,,,,<31,
Kelley,2017-02-05,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,5,,0.3,,-17.5,,-8.6,,26.6,,0,,,M,,M,7.6,,9,,,,<31,
Kelley,2017-02-06,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,6,,-2,,-14.4,,-8.2,,26.2,,0,,,M,,M,0.5,,20,,36,,41,
Kelley,2017-02-07,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,7,,-8.8,,-15.8,,-12.3,,30.3,,0,,,M,,M,0.9,,19,,,,<31,
Kelley,2017-02-08,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,8,,5.4,,-12.2,,-3.4,,21.4,,0,,,M,,M,10.4,,23,,,,<31,
Kelley,2017-02-09,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,9,,-2.2,,-10.9,,-6.6,,24.6,,0,,,M,,M,21.9,,16,,34,,50,
Kelley,2017-02-10,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,10,,-10.7,,-16.8,,-13.8,,31.8,,0,,,M,,M,2.7,,35,,34,,56,
Kelley,2017-02-11,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,11,,-9.8,,-21.4,,-15.6,,33.6,,0,,,M,,M,0,,34,,,,<31,
Kelley,2017-02-12,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,12,,-4.1,,-18.5,,-11.3,,29.3,,0,,,M,,M,0.7,,33,,,,<31,
Kelley,2017-02-13,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,13,,-3.9,,-6.9,,-5.4,,23.4,,0,,,M,,M,42.3,,44,,33,,48,
Kelley,2017-02-14,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,14,,-5.5,,-8.9,,-7.2,,25.2,,0,,,M,,M,1.8,,57,,34,,44,
Kelley,2017-02-15,-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,2017,2,15,,-1.9,,-10.8,,-6.4,,24.4,,0,,,M,,M,1.2,,54,,,,<31,
